105997,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-12 10:46:00,22
2019-12-12 10:47:00,16
2019-12-12 10:49:00,3
2019-12-12 10:50:00,34
2019-12-12 10:51:00,30
2019-12-12 10:52:00,21
2019-12-12 10:53:00,22
2019-12-12 10:54:00,23
2019-12-12 10:55:00,22
2019-12-12 10:56:00,22
2019-12-12 10:57:00,20
2019-12-12 10:58:00,19
2019-12-12 10:59:00,17
2019-12-12 11:00:00,17
2019-12-12 11:01:00,18
2019-12-12 11:02:00,8
2019-12-12 11:15:00,9
2019-12-12 11:16:00,32
2019-12-12 11:17:00,26
2019-12-12 11:18:00,21
2019-12-12 11:19:00,21
2019-12-12 11:20:00,22
2019-12-12 11:21:00,21
2019-12-12 11:22:00,21
2019-12-12 11:23:00,20
2019-12-12 11:24:00,20
2019-12-12 11:25:00,17
2019-12-12 11:26:00,18
2019-12-12 11:27:00,16
2019-12-12 11:36:00,23
2019-12-12 11:37:00,30
2019-12-12 11:38:00,25
2019-12-12 11:39:00,21
2019-12-12 11:40:00,25
2019-12-12 11:41:00,24
2019-12-12 11:42:00,24
2019-12-12 11:43:00,23
2019-12-12 11:44:00,21
2019-12-12 12:09:00,2
2019-12-12 12:10:00,32
2019-12-12 12:11:00,27
2019-12-12 12:12:00,27
2019-12-12 12:13:00,25
2019-12-12 12:14:00,24
2019-12-12 12:15:00,24
2019-12-12 12:16:00,22
2019-12-12 12:17:00,20
2019-12-12 12:18:00,21
2019-12-12 12:19:00,16
2019-12-12 12:45:00,10
2019-12-12 12:46:00,30
2019-12-12 12:47:00,29
2019-12-12 12:48:00,28
2019-12-12 12:49:00,25
2019-12-12 12:50:00,22
2019-12-12 12:51:00,21
2019-12-12 12:52:00,21
2019-12-12 12:53:00,20
2019-12-12 12:54:00,18
2019-12-12 12:55:00,19
2019-12-12 12:56:00,19
2019-12-12 12:57:00,16
2019-12-12 12:58:00,18
2019-12-12 12:59:00,17
2019-12-12 13:00:00,15
2019-12-12 13:01:00,16
2019-12-12 13:02:00,14
2019-12-12 13:03:00,15
2019-12-12 13:04:00,12
2019-12-12 13:05:00,15
2019-12-12 13:06:00,13
2019-12-12 13:07:00,15
2019-12-12 13:08:00,15
2019-12-12 13:09:00,14
2019-12-12 13:10:00,14
2019-12-12 13:11:00,14
2019-12-12 13:12:00,13
2019-12-12 13:13:00,13
2019-12-12 13:14:00,14
2019-12-12 13:15:00,12
2019-12-12 13:16:00,13
2019-12-12 13:17:00,12
2019-12-12 13:18:00,13
2019-12-12 13:19:00,13
2019-12-12 13:20:00,12
2019-12-12 13:21:00,12
2019-12-12 13:22:00,11
2019-12-12 13:23:00,12
2019-12-12 13:24:00,12
2019-12-12 13:25:00,12
2019-12-12 13:26:00,12
2019-12-12 13:27:00,11
2019-12-12 13:28:00,11
2019-12-12 13:29:00,12
2019-12-12 13:30:00,11
2019-12-12 13:31:00,10
2019-12-12 13:32:00,11
2019-12-12 13:33:00,7
2019-12-12 14:01:00,17
2019-12-12 14:02:00,31
2019-12-12 14:03:00,29
2019-12-12 14:04:00,27
2019-12-12 14:05:00,24
2019-12-12 14:06:00,20
2019-12-12 14:07:00,19
2019-12-12 14:08:00,18
2019-12-12 14:09:00,19
2019-12-12 14:10:00,17
2019-12-12 14:11:00,15
2019-12-12 14:12:00,15
2019-12-12 14:13:00,15
2019-12-12 14:14:00,16
2019-12-12 14:15:00,14
2019-12-12 14:16:00,13
2019-12-12 14:17:00,13
2019-12-12 14:18:00,13
2019-12-12 14:19:00,13
2019-12-12 14:20:00,13
2019-12-12 14:21:00,12
2019-12-12 14:22:00,11
2019-12-12 14:23:00,11
2019-12-12 14:24:00,11
2019-12-12 14:25:00,12
2019-12-12 14:26:00,12
2019-12-12 14:27:00,11
2019-12-12 14:28:00,12
2019-12-12 14:29:00,10
2019-12-12 14:30:00,10
2019-12-12 14:31:00,11
2019-12-12 14:32:00,11
2019-12-12 14:33:00,10
2019-12-12 14:34:00,11
2019-12-12 14:35:00,11
2019-12-12 14:36:00,10
2019-12-12 14:37:00,9
2019-12-12 14:38:00,10
2019-12-12 14:39:00,9
2019-12-12 14:40:00,10
2019-12-12 14:41:00,9
2019-12-12 14:42:00,9
2019-12-12 14:43:00,8
2019-12-12 14:44:00,9
2019-12-12 14:45:00,8
2019-12-12 14:46:00,9
2019-12-12 14:47:00,8
2019-12-12 14:48:00,9
2019-12-12 14:49:00,9
2019-12-12 14:50:00,9
2019-12-12 14:51:00,8
2019-12-12 14:52:00,9
2019-12-12 14:53:00,9
2019-12-12 14:54:00,8
2019-12-12 14:55:00,9
2019-12-12 14:56:00,8
2019-12-12 14:57:00,7
2019-12-12 15:22:00,1
2019-12-12 15:23:00,24
2019-12-12 15:24:00,20
2019-12-12 15:25:00,18
2019-12-12 15:26:00,17
2019-12-12 15:27:00,17
2019-12-12 15:28:00,15
2019-12-12 15:29:00,15
2019-12-12 15:30:00,17
2019-12-12 15:31:00,16
2019-12-12 15:32:00,15
2019-12-12 15:33:00,16
2019-12-12 15:34:00,15
2019-12-12 15:35:00,15
2019-12-12 15:36:00,14
2019-12-12 15:37:00,15
2019-12-12 15:38:00,13
2019-12-12 15:39:00,14
2019-12-12 15:40:00,14
2019-12-12 15:41:00,13
2019-12-12 15:42:00,14
2019-12-12 15:43:00,13
2019-12-12 15:44:00,9
2019-12-12 15:45:00,8
2019-12-12 15:46:00,8
2019-12-12 15:47:00,1
2019-12-12 15:51:00,5
2019-12-12 15:52:00,23
2019-12-12 15:53:00,20
2019-12-12 15:54:00,18
2019-12-12 15:55:00,18
2019-12-12 15:56:00,16
2019-12-12 15:57:00,17
2019-12-12 15:58:00,16
2019-12-12 15:59:00,16
2019-12-12 16:00:00,14
2019-12-12 16:01:00,5
2019-12-12 16:03:00,15
2019-12-12 16:04:00,32
2019-12-12 16:05:00,28
2019-12-12 16:06:00,26
2019-12-12 16:07:00,25
2019-12-12 16:08:00,24
2019-12-12 16:09:00,19
2019-12-12 16:10:00,12
2019-12-12 16:11:00,8
2019-12-12 16:14:00,11
2019-12-12 16:15:00,33
2019-12-12 16:16:00,30
2019-12-12 16:17:00,25
2019-12-12 16:18:00,26
2019-12-12 16:19:00,19
2019-12-17 11:30:00,16
2019-12-17 11:31:00,7
2019-12-17 11:32:00,1
2019-12-17 11:34:00,7
2019-12-17 11:35:00,34
2019-12-17 11:36:00,33
2019-12-17 11:37:00,32
2019-12-17 11:38:00,26
2019-12-17 11:39:00,22
2019-12-17 11:40:00,22
2019-12-17 11:41:00,22
2019-12-17 11:42:00,18
2019-12-17 12:05:00,34
2019-12-17 12:06:00,31
2019-12-17 12:07:00,28
2019-12-17 12:08:00,3
2019-12-17 12:25:00,18
2019-12-17 12:26:00,32
2019-12-17 12:27:00,31
2019-12-17 12:28:00,16
2019-12-17 12:29:00,5
2019-12-17 12:30:00,4
2019-12-17 12:31:00,5
2019-12-17 12:32:00,8
2019-12-17 12:33:00,10
2019-12-17 12:34:00,10
2019-12-17 12:35:00,8
2019-12-17 12:36:00,6
2019-12-17 12:37:00,6
2019-12-17 12:38:00,4
2019-12-17 12:39:00,3
2019-12-17 12:40:00,2
2019-12-23 15:36:00,13
2019-12-23 15:37:00,31
2019-12-23 15:38:00,16
2019-12-23 15:39:00,20
2019-12-23 15:40:00,16
2019-12-23 15:46:00,24
2019-12-23 15:47:00,23
2019-12-23 15:48:00,5
2019-12-23 15:49:00,4
2019-12-23 15:50:00,5
2019-12-23 15:51:00,5
2019-12-23 15:52:00,4
2019-12-23 15:53:00,3
2019-12-23 15:54:00,3
2019-12-23 15:55:00,5
2019-12-23 15:56:00,4
2019-12-23 15:57:00,4
2019-12-23 16:31:00,26
2019-12-23 16:32:00,21
2019-12-23 16:33:00,5
2019-12-23 16:34:00,5
2019-12-23 16:35:00,5
2019-12-23 16:36:00,4
2019-12-23 16:37:00,4
2019-12-23 16:38:00,2
2019-12-31 13:03:00,14
2019-12-31 13:04:00,25
2019-12-31 13:05:00,27
2019-12-31 13:06:00,3
2019-12-31 13:36:00,3
2019-12-31 13:37:00,22
2019-12-31 13:38:00,23
